0.441417	-0.876287	0.193059	
0.626112	-0.428395	0.651506	
0.348915	0.831747	-0.431804	
0.266693	0.764430	-0.586959	
-0.611375	0.594837	-0.521909	
0.943893	-0.202186	-0.261125	
-0.629466	-0.203002	-0.750042	
-0.819137	0.526051	0.228659	
0.144448	-0.827674	0.542301	
0.438386	-0.669017	0.600196	
-0.556478	0.464381	0.688972	
-0.644721	-0.333112	-0.688019	
0.479101	0.856374	-0.192576	
0.000484	-0.900425	0.435010	
-0.237807	-0.365371	0.899973	
0.083547	0.984325	-0.155317	
0.256543	-0.923497	0.285200	
0.210053	-0.259753	-0.942553	
0.877693	-0.479209	0.003625	
0.215658	-0.975264	0.048502	
-0.536448	-0.409372	-0.737996	
0.041407	0.215345	-0.975660	
0.510275	0.852031	0.116892	
0.051323	-0.771426	0.634245	
0.715256	0.356452	0.601124	
-0.879522	-0.418935	-0.225685	
0.894643	0.210735	0.393960	
-0.226709	0.928614	0.293732	
0.458913	-0.133828	-0.878344	
0.731911	0.666585	0.141318	
0.196128	-0.226991	0.953944	
-0.901868	-0.195878	-0.385052	
0.556728	-0.225283	-0.799563	
0.683111	-0.508189	-0.524503	
-0.644143	-0.465876	0.606662	
0.540090	0.581775	-0.608145	
0.657064	0.619865	0.428992	
-0.723043	0.370771	-0.582870	
-0.482444	0.112475	0.868676	
-0.528154	-0.159266	0.834079	
0.375931	-0.312199	0.872472	
0.051462	-0.809390	-0.585013	
-0.901316	0.427555	-0.069465	
0.491237	-0.258734	0.831711	
-0.305679	-0.900933	-0.308025	
-0.180070	-0.032762	-0.983108	
-0.512185	0.003590	-0.858868	
0.532105	-0.743991	-0.404155	
0.577089	-0.379172	-0.723324	
-0.763557	-0.642190	0.067615	
-0.367297	0.877713	0.307753	
-0.466237	0.439214	-0.767928	
-0.401002	-0.072813	-0.913179	
0.929156	0.263982	0.258810	
0.991185	-0.132397	0.004925	
-0.583115	0.349421	0.733404	
-0.653632	-0.563346	-0.505377	
-0.631924	-0.677305	-0.376736	
-0.325599	0.008853	0.945467	
-0.026747	-0.192543	0.980924	
-0.238695	0.383853	-0.892010	
0.687293	-0.014924	-0.726227	
-0.113918	-0.774028	-0.622819	
-0.007118	-0.344306	-0.938831	
-0.677908	-0.735147	-0.000585	
0.746559	-0.535533	0.394783	
0.416036	-0.526978	0.741086	
-0.936488	0.231081	0.263802	
-0.648831	0.286397	-0.704979	
0.842899	0.430140	-0.323265	
0.648889	-0.704228	0.288107	
-0.576042	0.427486	-0.696729	
0.319764	-0.003347	-0.947491	
-0.032372	0.999458	-0.005952	
-0.784556	0.085935	-0.614075	
0.457166	-0.370740	-0.808425	
0.812356	0.288340	0.506890	
-0.458375	0.869246	0.185215	
-0.845024	0.353720	0.401019	
-0.001722	-0.966253	0.257588	
0.752623	-0.529060	-0.391988	
0.868016	0.436176	0.237275	
0.548957	-0.742708	0.383446	
0.638515	0.766107	-0.073335	
-0.732221	-0.672380	-0.108434	
0.145925	0.873673	-0.464114	
0.109292	-0.948976	-0.295802	
-0.883832	0.463095	0.066217	
-0.493080	0.609649	-0.620644	
-0.745549	0.508533	0.430755	
0.833705	-0.543475	0.097834	
0.137436	0.835655	0.531783	
-0.896959	0.224698	-0.380757	
-0.338561	-0.160606	-0.927136	
0.879625	0.303021	-0.366657	
0.605787	-0.041180	0.794561	
-0.577433	0.225576	0.784657	
-0.237557	0.517893	0.821799	
-0.427198	-0.698365	-0.574272	
-0.186887	-0.940584	-0.283505	
-0.318787	0.175090	0.931514	
0.744383	0.581567	-0.328136	
-0.766229	-0.486594	-0.419666	
-0.581018	0.161994	-0.797607	
0.156094	0.504350	-0.849274	
-0.862135	0.372816	-0.343121	
-0.959473	0.090141	0.266993	
0.578443	0.178823	0.795881	
-0.483301	-0.774870	0.407426	
0.448907	0.390662	0.803658	
-0.639391	-0.632185	0.437631	
-0.507362	-0.460729	0.728226	
0.365978	-0.869918	-0.330609	
-0.979685	-0.000175	-0.200541	
0.116235	-0.404242	-0.907236	
0.707382	0.387168	-0.591364	
-0.263500	-0.368035	-0.891694	
-0.005210	-0.475388	0.879761	
-0.318270	-0.661881	0.678688	
0.837388	0.143541	0.527425	
0.135746	-0.089487	0.986694	
-0.698665	-0.511129	0.500615	
0.284683	0.952552	0.107702	
-0.888831	-0.014494	0.458006	
0.334358	-0.173580	-0.926323	
-0.785023	0.509826	-0.351876	
0.050834	-0.010083	-0.998656	
-0.262676	-0.901313	0.344437	
0.753179	0.244467	-0.610702	
-0.833217	-0.476557	0.280433	
-0.704891	0.705399	-0.074433	
0.542016	-0.838381	0.057756	
-0.943707	0.209597	-0.255904	
0.868398	-0.182048	0.461241	
0.046868	0.647699	0.760454	
0.689529	-0.306248	-0.656325	
-0.903353	-0.326965	0.277573	
-0.477204	0.711613	-0.515639	
-0.547983	-0.278637	-0.788718	
0.048359	-0.998830	0.000583	
0.959972	-0.136724	0.244460	
